

Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |t90     |
|GRB150512432|13 22 00.0|+59 06 36| 123.138|
|GRB090219074|01 46 00.0|+59 12 00|   0.448|
|GRB120129580|02 01 45.6|+59 16 55|   3.072|
|GRB130215649|00 12 26.4|+59 22 48|  58.113|
|GRB120716577|20 18 07.2|+59 24 36|  24.960|
|GRB130420313|13 04 26.4|+59 25 12| 104.962|
|GRB140912664|20 14 00.0|+59 33 36|   2.304|
|GRB090107681|18 59 12.0|+59 36 00|  18.432|
|GRB140817293|08 29 03.6|+58 11 24|  16.128|
|GRB161015400|11 21 48.0|+58 12 00|   0.192|
|GRB151212064|20 54 43.2|+58 15 00|  13.312|
|GRB120926335|21 13 33.6|+58 22 48|   4.288|
|GRB120206949|04 53 48.0|+58 24 36|   9.472|
|GRB101202154|16 56 04.8|+58 28 48|  18.432|
|GRB150202999|05 47 04.8|+58 33 00| 167.427|
|GRB120130938|21 33 12.0|+58 33 36|  38.913|
|GRB160421137|03 08 55.2|+62 46 48|  25.088|
|GRB140311618|12 14 36.0|+62 48 36|  14.336|
|GRB161210524|18 52 28.8|+63 03 00|   2.304|
|GRB130716442|11 58 19.4|+63 03 25|   0.768|
|GRB120911298|23 51 55.7|+63 05 54|  22.016|
|GRB150128624|08 30 36.0|+63 09 00|   0.096|
|GRB121118576|20 28 40.8|+63 11 24|  33.277|
|GRB081115891|12 42 24.0|+63 18 00|   0.320|
|GRB090620400|15 49 24.0|+61 09 00|  13.568|
|GRB130620498|04 57 40.8|+61 11 24|  14.592|
|GRB110402009|13 09 40.6|+61 14 31|  35.649|
|GRB120415958|10 01 50.4|+61 16 12|  12.544|
|GRB081024245|01 51 36.0|+61 18 00|   0.832|
|GRB100714686|20 31 45.6|+61 18 00|   5.632|
|GRB100410740|05 12 31.2|+61 19 48|  22.016|
|GRB151027166|18 09 56.9|+61 21 12| 123.394|
|GRB130630272|11 20 02.4|+60 03 36|  17.152|
|GRB091106762|03 16 31.2|+60 19 12|  14.592|
|GRB170315582|15 21 33.6|+60 20 24|  16.128|
|GRB100304004|05 04 48.0|+60 27 36| 181.507|
|GRB081025349|16 21 36.0|+60 30 00|  22.528|
|GRB160316573|11 52 31.2|+60 45 36|  17.920|
|GRB090225009|23 52 48.0|+61 00 00|   2.176|
|GRB130831058|17 49 48.0|+61 01 48|  24.832|
|GRB110529034|07 53 19.2|+67 54 36|   0.512|
|GRB110430375|09 48 14.4|+67 57 00|  32.513|
|GRB111012456|10 16 02.4|+68 05 24|  20.736|
|GRB090425377|07 54 24.0|+68 06 00|  75.393|
|GRB160824598|04 52 26.4|+68 08 24|   3.456|
|GRB140428906|00 08 01.4|+68 10 19|   0.320|
|GRB161212652|01 39 45.6|+68 13 48|   2.816|
|GRB131215298|06 56 16.8|+68 15 36|  23.040|
|GRB110919634|18 39 52.8|+66 25 48|  35.073|
|GRB140725583|00 53 21.6|+66 27 00|  19.968|
|GRB170205521|19 08 02.4|+66 40 12|   5.376|
|GRB140206304|09 41 20.2|+66 45 39|  27.264|
|GRB111012811|06 28 52.8|+67 03 00|   7.936|
|GRB120915000|13 57 24.0|+67 19 12|   0.576|
|GRB140521732|21 20 02.4|+67 36 00|  11.550|
|GRB150506630|05 05 16.8|+67 48 36|   0.512|
|GRB170131969|22 45 47.3|+64 00 22|  23.040|
|GRB090709630|06 14 22.3|+64 05 06|  22.272|
|GRB080727964|02 10 24.0|+64 06 00|  89.089|
|GRB170731751|16 20 50.4|+64 16 48|  90.112|
|GRB131230529|06 04 26.4|+64 17 24|   3.072|
|GRB110112934|00 42 24.0|+64 24 36|   2.304|
|GRB110428388|00 21 12.0|+64 48 00|   5.632|
|GRB130725527|02 49 48.0|+64 49 12|   6.656|
|GRB090922539|01 08 38.4|+74 18 00|  87.041|
|GRB160815299|02 07 19.2|+74 25 12|  21.760|
|GRB110610640|20 32 43.0|+74 49 30|  43.521|
|GRB120513531|09 23 09.6|+74 59 24|  23.808|
|GRB081224887|13 26 48.0|+75 06 00|  16.448|
|GRB160720767|02 50 36.0|+75 40 48|  78.849|
|GRB111005398|22 41 12.0|+75 48 00|  30.720|
|GRB120618128|05 09 14.4|+75 51 00|  17.600|
|GRB170124238|19 26 57.6|+69 36 36|  39.168|
|GRB130615398|12 19 26.4|+69 37 12|  21.760|
|GRB170728961|15 51 55.4|+70 07 20|  46.336|
|GRB081207680|07 29 36.0|+70 30 00|  97.281|
|GRB151006413|09 49 42.2|+70 30 13|  93.440|
|GRB130502327|04 27 02.9|+71 03 39|  24.320|
|GRB080723985|07 01 12.0|+71 06 00|  42.816|
|GRB160408268|08 10 29.5|+71 07 42|   1.056|
|GRB141113346|11 24 04.8|+80 15 36|   0.448|
|GRB091019750|15 04 07.2|+80 19 48|   0.208|
|GRB120822628|12 06 52.8|+80 33 36|   1.536|
|GRB150824125|17 42 52.8|+80 59 24|  32.768|
|GRB140623224|15 01 53.5|+81 11 29| 111.104|
|GRB170923188|14 46 07.2|+81 12 36|  59.454|
|GRB111018785|08 16 43.2|+81 17 24|  29.697|
|GRB140319964|09 04 02.4|+81 31 48|  50.369|
|GRB131002288|16 52 51.8|+82 03 13|  55.040|
|GRB110319628|13 51 50.4|-51 34 48|  15.336|
|GRB130830921|23 23 52.8|-51 34 12|  36.352|
|GRB150627183|07 49 57.6|-51 33 36|  64.577|
|GRB161230298|19 40 09.6|-51 10 12|   0.448|
|GRB160909061|16 10 43.2|-51 09 36|  18.432|
|GRB160609941|04 41 09.6|-51 07 48|  60.160|
|GRB101014175|01 47 45.6|-51 04 12| 449.415|
|GRB150718656|08 19 00.0|-51 02 24|  19.456|
|GRB100517132|02 42 31.2|-44 19 12|  19.840|
|GRB110720177|13 14 36.0|-44 17 24|  11.200|
|GRB130928537|20 27 38.4|-44 11 24| 132.994|
|GRB151111356|03 47 22.8|-44 09 41|  46.336|
|GRB121014638|21 21 26.4|-44 07 12|   0.576|
|GRB101004426|15 28 52.8|-43 59 24| 161.027|
|GRB090514734|21 04 08.0|-43 58 00|  54.401|
|GRB090928646|06 55 38.4|-43 31 48|  15.616|
|GRB170106968|02 37 38.4|-32 43 12|  31.232|
|GRB150122960|10 04 55.2|-32 36 00|  53.249|
|GRB140701833|19 01 45.6|-32 35 24|   6.912|
|GRB151120349|10 29 00.0|-32 31 25|  28.416|
|GRB140720158|11 40 07.2|-32 18 36|   0.320|
|GRB110505203|01 07 14.4|-32 18 00|   4.096|
|GRB120429484|08 52 09.6|-32 13 48|  15.360|
|GRB120526303|04 25 07.2|-32 13 48|  43.649|
|GRB100826957|18 56 00.0|-23 11 24|  84.993|
|GRB120102416|22 44 36.0|-23 09 36|  20.224|
|GRB080805584|11 38 00.0|-23 06 00|  65.665|
|GRB091018957|21 27 19.2|-23 04 48|   0.192|
|GRB100205490|08 55 40.8|-23 01 12|  14.848|
|GRB160603719|13 01 38.4|-22 57 36|   0.384|
|GRB150513856|03 16 14.4|-22 54 36| 158.978|
|GRB110730008|17 32 19.2|-22 46 48|  28.416|
|GRB140129499|12 13 36.0|-10 19 12|   0.128|
|GRB140916234|04 00 04.8|-10 15 36|  31.233|
|GRB151001348|16 26 57.6|-10 08 24| 377.862|
|GRB110227420|15 30 55.2|-09 56 24|  25.600|
|GRB161207224|19 39 14.4|-09 55 48|   8.192|
|GRB130510877|07 02 50.4|-09 52 12|  29.440|
|GRB120119170|08 00 07.0|-09 48 11|  55.297|
|GRB171011162|09 51 28.8|-09 48 00| 101.888|
|GRB140526449|08 44 55.2|-04 09 00|  79.104|
|GRB141112828|05 13 14.4|-04 00 00|  63.745|
|GRB100829374|07 41 48.0|-03 59 24|  94.977|
|GRB170830135|18 23 28.8|-03 59 24| 114.946|
|GRB170616047|08 48 50.4|-03 53 24|   9.216|
|GRB150507026|01 16 31.2|-03 48 00|  63.489|
|GRB140723067|14 02 31.2|-03 43 48|  56.320|
|GRB090616157|06 52 16.8|-03 42 36|   1.152|
|GRB170302719|13 13 52.8|-03 42 00|  87.808|
|GRB130502743|09 14 16.6|-00 07 24|   3.328|
|GRB090826068|09 22 28.8|-00 06 36|   8.704|
|GRB170208553|18 57 40.8|-00 06 36|  53.761|
|GRB081101491|06 23 12.0|-00 06 00|   0.128|
|GRB130708488|01 09 53.8|+00 00 11|  14.077|
|GRB130324042|17 01 43.2|+00 03 00|  56.320|
|GRB090809978|06 21 00.0|+00 09 36|  11.008|
|GRB090519881|09 29 07.2|+00 10 48|  74.177|
|GRB170121133|16 07 57.6|+13 48 36|   1.600|
|GRB140414693|03 02 43.2|+13 49 12|  25.600|
|GRB130912358|03 10 21.7|+13 59 44|   0.512|
|GRB121104627|04 48 33.6|+14 04 48|  59.137|
|GRB121102064|17 13 52.8|+14 05 24|   2.048|
|GRB161214722|00 12 09.6|+14 07 12|  23.040|
|GRB081009690|04 18 24.0|+14 12 00| 176.191|
|GRB090925389|22 12 50.4|+14 16 12|  25.472|
|GRB160107931|19 58 40.8|+06 24 47| 113.922|
|GRB120528442|19 40 31.2|+06 30 00|  16.384|
|GRB150923995|06 09 07.2|+06 31 48|  17.152|
|GRB170726794|19 51 07.2|+06 37 12|  78.080|
|GRB160527080|14 33 43.2|+06 40 48|  25.344|
|GRB110625881|19 06 55.2|+06 45 18|  26.881|
|GRB130217688|06 26 52.8|+06 48 00|  14.848|
|GRB151229486|23 05 57.6|+06 54 36|   0.160|
|GRB130104721|11 36 21.6|+25 55 12|  26.368|
|GRB091023021|14 21 40.8|+25 57 00|   6.528|
|GRB110331604|00 26 38.4|+25 59 24|   3.200|
|GRB160330827|13 58 55.2|+26 17 24|  41.985|
|GRB170423872|13 58 24.0|+26 22 12|   9.984|
|GRB141208632|23 57 02.4|+26 26 24|   0.960|
|GRB120222021|19 58 12.0|+26 29 24|   1.088|
|GRB140807500|13 20 38.4|+26 29 24|   0.512|
|GRB160919858|21 45 14.4|+21 26 24|  79.104|
|GRB160519677|18 27 31.2|+21 27 36|  19.200|
|GRB100410356|08 40 04.8|+21 28 48|   9.728|
|GRB091030828|02 46 40.8|+21 32 24|  98.050|
|GRB110820476|06 02 02.4|+21 37 48|  11.264|
|GRB160820496|00 27 16.8|+21 51 00|   0.384|
|GRB101213451|16 05 15.4|+21 53 50|  45.057|
|GRB081102365|15 01 12.0|+22 00 00|   1.728|
|GRB121011469|17 20 48.0|+41 08 13|  65.793|
|GRB090126245|14 59 36.0|+41 12 00|   0.960|
|GRB160804775|04 48 40.8|+41 16 48| 151.808|
|GRB120224282|07 53 40.8|+41 20 24|  60.929|
|GRB100718796|19 53 52.8|+41 25 48|  38.656|
|GRB120605453|16 14 26.4|+41 30 36|  18.112|
|GRB170310883|10 26 43.2|+41 33 36|  18.176|
|GRB170403707|16 24 09.6|+41 48 36|  14.016|
|GRB100211440|08 49 00.0|+29 29 24|  21.376|
|GRB170714049|01 12 48.0|+29 32 24|   0.224|
|GRB130331566|10 57 52.8|+29 38 24|  13.824|
|GRB160624477|22 00 45.8|+29 38 38|   0.448|
|GRB120302080|08 09 48.2|+29 39 35|  80.384|
|GRB120323507|22 41 37.7|+29 43 01|   0.384|
|GRB130523095|01 29 09.6|+29 43 48|  17.920|
|GRB130106829|04 26 40.8|+29 44 24|  11.264|
|GRB100417166|17 25 14.4|+50 22 48|   0.192|
|GRB170119228|07 26 26.4|+50 25 12|  28.928|
|GRB110421757|18 28 55.2|+50 48 00|  40.449|
|GRB130208684|12 06 24.0|+50 55 48|  41.472|
|GRB090831317|09 40 24.0|+50 58 12|  39.424|
|GRB091020900|11 42 55.2|+50 58 48|  24.256|
|GRB120625119|03 25 02.4|+51 04 12|   7.424|
|GRB131020113|13 56 00.0|+51 06 00|   2.240|
|GRB150530488|21 50 02.6|+57 30 59|   7.168|
|GRB160912674|20 05 59.5|+57 33 56|  48.128|
|GRB130818941|12 49 09.6|+57 34 48|  25.344|
|GRB140930134|02 46 26.4|+57 34 48|   3.264|
|GRB140727748|04 34 07.2|+57 39 36|  13.824|
|GRB080806584|06 18 24.0|+57 48 00|   2.304|
|GRB160709370|17 45 48.0|+57 49 12|  38.657|
|GRB161115745|23 26 21.6|+58 03 36|   0.032|
|GRB140809133|11 20 26.4|+72 21 36|  69.120|
|GRB140508629|18 08 24.0|+72 31 48|  50.433|
|GRB131209963|16 55 31.2|+72 36 00|   4.096|
|GRB160802259|02 21 09.6|+72 41 24|  16.384|
|GRB110131780|12 15 09.6|+72 54 36|   0.384|
|GRB140308710|23 20 38.4|+73 01 48|  12.032|
|GRB150912600|21 25 26.4|+73 15 36|   0.320|
|GRB090305052|09 00 00.0|+74 18 00|   1.856|
|GRB101227195|12 27 09.6|-83 33 00|  95.488|
|GRB160326062|12 32 36.0|-82 41 24|  19.456|
|GRB101116481|02 08 00.0|-81 12 00|   0.576|
|GRB170130697|19 45 33.6|-80 27 00|  21.760|
|GRB110205027|23 58 55.2|-80 26 24|   6.400|
|GRB110825265|16 45 14.4|-80 16 48|  51.073|
|GRB160919613|17 44 36.0|-80 12 36|  62.465|
|GRB120830212|22 31 28.8|-80 02 24|  16.064|
|GRB120403857|03 41 21.2|-89 00 33|   4.288|
|GRB120227725|17 06 55.2|-88 51 36|  17.408|
|GRB141205018|19 38 26.4|-87 34 48|  13.056|
|GRB170116238|04 51 45.6|-87 25 48|   9.216|
|GRB091026550|18 26 17.5|-86 06 41|   8.960|
|GRB150312403|19 01 57.6|-86 00 00|   0.320|
|GRB110520302|04 44 02.4|-85 55 48|  12.288|
|GRB121216419|00 55 31.2|-85 26 24|   9.216|
|GRB160518039|18 20 33.6|+82 24 36|  22.784|
|GRB080803772|20 00 24.0|+82 48 00|  26.240|
|GRB160815490|19 14 55.9|+84 16 55|   6.848|
|GRB150309958|18 28 24.5|+86 25 43|  52.481|
|GRB091012783|07 17 36.0|+87 16 12|   0.704|
|GRB130528695|09 14 57.1|+87 16 12|  55.553|
|GRB090813174|15 03 12.5|+88 34 07|   7.552|
|GRB110201399|09 10 19.2|+88 36 19|   8.192|
|GRB110819665|09 17 57.6|-76 38 24|  16.384|
|GRB090810659|11 15 43.2|-76 24 00| 123.458|
|GRB160406570|13 53 55.2|-76 22 12|  66.560|
|GRB130804023|18 40 07.2|-76 09 00|   0.960|
|GRB161020759|04 24 21.6|-75 39 00|  24.320|
|GRB120114433|17 32 55.2|-75 38 24|   2.752|
|GRB170121067|00 12 07.2|-75 37 12|   2.304|
|GRB170124874|18 48 09.6|-75 30 36|  22.784|
|GRB110521478|03 50 09.6|-62 20 24|   6.141|
|GRB111003465|18 27 02.4|-62 19 12|  16.640|
|GRB170906485|02 19 26.4|-62 16 48|  45.568|
|GRB110929187|19 12 45.6|-62 12 36|   5.120|
|GRB160528276|07 38 00.0|-62 06 36|   7.168|
|GRB171004857|01 46 14.4|-62 06 36|   8.192|
|GRB150802127|10 06 07.2|-62 04 48| 313.093|
|GRB130406288|10 31 07.2|-62 03 00|   7.936|
|GRB140928437|02 54 47.7|-55 55 44|  17.920|
|GRB160827586|10 20 38.4|-55 54 36|  51.200|
|GRB160829334|13 23 33.8|-55 52 59|   0.512|
|GRB110205588|20 50 45.6|-55 51 00| 158.720|
|GRB140506880|18 27 06.0|-55 38 07|  64.128|
|GRB150425617|14 16 55.2|-55 30 00|   4.352|
|GRB121112806|05 15 55.2|-55 26 24|   1.280|
|GRB160516237|20 43 19.2|-55 19 48|   2.432|
|GRB150815604|19 19 40.8|-25 32 24|  24.576|
|GRB160612842|23 13 27.4|-25 22 30|   0.384|
|GRB131021352|21 56 28.8|-25 21 00|  17.664|
|GRB170514180|08 08 24.0|-25 18 00| 103.938|
|GRB170405777|14 39 14.4|-25 14 38|  78.593|
|GRB130611538|15 55 21.6|-25 13 48|  66.816|
|GRB140311453|02 36 09.6|-25 13 48|  14.912|
|GRB090904058|17 36 45.8|-25 12 43|  56.065|
|GRB131214705|12 15 45.6|-06 20 24|  80.065|
|GRB140327065|18 52 28.8|-06 09 00|  11.520|
|GRB151026169|15 12 09.6|-06 07 48|  53.248|
|GRB110921444|00 24 21.6|-05 49 48| 149.507|
|GRB130504314|23 11 48.5|-05 44 20|   0.384|
|GRB111008992|14 43 00.0|-05 40 12|  42.496|
|GRB131127480|03 17 36.0|-05 40 12|  59.648|
|GRB170926528|09 46 07.2|-05 34 12|  15.360|
|GRB111230683|10 00 45.6|+33 25 48|  28.160|
|GRB111203054|03 32 52.8|+33 28 12|  55.553|
|GRB140304557|02 02 33.9|+33 28 28|  31.232|
|GRB121221916|14 17 02.4|+33 33 00|  38.913|
|GRB100831651|10 45 02.4|+33 39 00|  40.193|
|GRB110831282|23 29 24.0|+33 39 36|  98.881|
|GRB160219673|15 52 07.2|+33 40 12| 145.922|
|GRB141225959|09 15 00.2|+33 47 42|  56.320|
|GRB080919790|14 38 00.0|+44 24 00|   0.512|
|GRB140218427|23 09 55.2|+44 32 24|  53.505|
|GRB110609185|21 51 19.2|+44 35 24|   9.984|
|GRB111109873|08 39 55.2|+44 39 00|   9.664|
|GRB101025267|08 58 50.4|+44 52 48|  30.976|
|GRB121117018|18 36 33.6|+44 55 48| 331.782|
|GRB160609690|01 37 24.0|+44 57 00|   1.600|
|GRB090222179|07 54 24.0|+45 00 00|  17.408|
